x1,x2,x3,f(x1,x2,x3)
3498225,1521207,10,3.55,,
3256994,221302,3.69,3.54,,
181418,5595458,4.37,3.54,,
488843,7163493,8.12,3.54,,
1023486,4486218,9.3,3.54,,
618238,7409024,9.3,3.54,,
602246,8585998,9.88,3.54,,
3254036,154841,3.09,3.53,,
1575007,1622516,6.95,3.53,,
1358812,3805453,9.88,3.53,,
4064689,1294093,9.97,3.53,,
5373076,116625,3.45,3.52,,
4002479,605591,6.78,3.52,,
7083605,478802,8.02,3.52,,
1254213,3871643,9.6,3.52,,
5885590,307559,5.87,3.51,,
4533900,680530,7.66,3.51,,
5092610,656137,7.97,3.51,,
3944915,959168,8.48,3.51,,
1041337,4518837,9.46,3.51,,
434921,594364,2.22,3.5,,
310558,4460633,5.14,3.5,,
885961,3024230,7.15,3.5,,
665584,4183137,7.28,3.5,,
3824065,1257012,9.57,3.5,,
196758,9457820,5.97,3.49,,
2534180,818738,6.3,3.49,,
4727261,697142,7.94,3.49,,
2066352,1673647,8.13,3.49,,
4631737,203655,4.25,3.48,,
4395761,832793,8.38,3.48,,
4201579,306128,4.97,3.47,,
223381,6721062,5.38,3.47,,
906565,3714094,8.05,3.47,,
3606396,1114301,8.79,3.47,,
745703,5624486,8.98,3.47,,
7767809,561390,9.16,3.47,,
1906328,2318790,9.22,3.47,,
8419623,121572,4.44,3.46,,
8415546,266450,6.58,3.46,,
4260779,544206,6.69,3.46,,
844662,3313950,7.34,3.46,,
1979535,1555063,7.7,3.46,,
8394652,380040,7.84,3.46,,
2720023,1426309,8.65,3.46,,
907641,4446274,8.82,3.46,,
590101,7058361,8.96,3.46,,
819632,5922052,9.68,3.46,,
1674254,478411,3.94,3.45,,
1642901,1089852,5.89,3.45,,
927521,3434787,7.85,3.45,,
1273527,1036061,5.06,3.44,,
349536,3996787,5.2,3.44,,
9409593,177672,5.69,3.44,,
1039106,1794240,6.01,3.44,,
567522,7557247,9.13,3.44,,
3292448,1327469,9.21,3.44,,
7317834,614896,9.34,3.44,,
5998497,760802,9.41,3.44,,
1082212,188830,1.99,3.43,,
245860,9915224,6.89,3.43,,
363071,6769373,6.91,3.43,,
4193945,733484,7.74,3.43,,
614678,6012105,8.48,3.43,,
1218127,1129622,5.18,3.42,,
1367414,1699697,6.74,3.42,,
2116755,2137194,9.4,3.42,,
2767765,1812450,9.89,3.42,,
450087,2434162,4.63,3.41,,
3833779,409129,5.54,3.41,,
3413822,558300,6.1,3.41,,
9485212,254582,6.87,3.41,,
7698392,551942,9.12,3.41,,
456061,4466459,6.33,3.4,,
630919,6038426,8.65,3.4,,
444907,9086060,8.91,3.4,,
6277008,766539,9.72,3.4,,
4376162,169004,3.81,3.39,,
1867112,1804402,8.14,3.39,,
7071004,563598,8.86,3.39,,
1654850,2909258,9.73,3.39,,
4761299,179081,4.1,3.38,,
5594510,153009,4.11,3.38,,
412183,4928009,6.34,3.38,,
1254253,2303372,7.56,3.38,,
4292436,719250,7.81,3.38,,
5755570,551703,7.91,3.38,,
1478059,2220658,8.05,3.38,,
924681,3854937,8.39,3.38,,
1494818,2564688,8.7,3.38,,
5123898,818795,9.11,3.38,,
127986,6812492,4.16,3.37,,
1101466,1357995,5.44,3.37,,
1011581,2030282,6.37,3.37,,
287124,7501070,6.53,3.37,,
4939777,559193,7.4,3.37,,
577392,4886373,7.47,3.37,,
697308,4548208,7.93,3.37,,
5990111,530599,7.93,3.37,,
421209,4527422,6.16,3.36,,
5181506,759606,8.84,3.36,,
1355729,3458797,9.65,3.36,,
186710,4237228,3.97,3.35,,
348480,4190859,5.39,3.35,,
2385334,804702,6.18,3.35,,
5518824,466948,7.17,3.35,,
6068631,621576,8.67,3.35,,
2602576,1538915,8.94,3.35,,
4522175,936292,9.19,3.35,,
3627556,1279285,9.62,3.35,,
7286076,86881,3.56,3.34,,
6662216,255229,5.83,3.34,,
1275342,1357171,5.88,3.34,,
1627633,1247765,6.37,3.34,,
2506292,1370469,8.28,3.34,,
998199,4669223,9.65,3.34,,
236374,7097428,5.8,3.33,,
6938972,718405,10,3.33,,
8216444,151394,5,3.32,,
238486,8529956,6.4,3.32,,
305249,8953461,7.42,3.32,,
2063931,1746798,8.51,3.32,,
799194,4634020,8.63,3.32,,
4449664,1004111,9.47,3.32,,
794788,5865574,9.68,3.32,,
888737,2192327,6.27,3.31,,
509667,6552673,8.2,3.31,,
7080222,98001,3.75,3.3,,
4415505,500441,6.68,3.3,,
1860609,1491032,7.49,3.3,,
3469924,1048349,8.58,3.3,,
6261318,633690,8.96,3.3,,
503603,8015670,9.03,3.3,,
1305588,57709,1.24,3.29,,
557123,5448913,7.85,3.29,,
9052915,417290,8.76,3.29,,
856995,4933541,9.27,3.29,,
1827376,1680094,7.91,3.28,,
1099033,3900504,9.33,3.28,,
9609585,44054,2.94,3.27,,
298115,5840516,5.96,3.27,,
1581413,1178542,6.17,3.27,,
2918041,1182823,8.4,3.27,,
524980,8606820,9.61,3.27,,
216884,9471948,6.49,3.26,,
1683450,1870097,8.02,3.26,,
4959779,639247,8.06,3.26,,
5159677,765383,9,3.26,,
687634,6475842,9.55,3.26,,
9969134,462031,9.71,3.26,,
1369035,1795175,7.1,3.25,,
3407624,1409926,9.93,3.25,,
886510,1090701,4.46,3.24,,
2695897,720450,6.33,3.24,,
909805,2442030,6.76,3.24,,
284597,8743382,7.16,3.23,,
761694,3315458,7.23,3.23,,
3974955,569626,6.85,3.22,,
6505865,382196,7.18,3.22,,
9800902,490185,9.97,3.22,,
76113,1982579,1.77,3.21,,
7581463,202242,5.65,3.21,,
628790,5295369,8.32,3.21,,
6552628,680792,9.63,3.21,,
4249878,265761,4.85,3.2,,
7429725,328343,7.13,3.2,,
7194873,447060,8.19,3.2,,
4540938,773229,8.55,3.2,,
508559,1546804,4.05,3.19,,
2081055,1046527,6.75,3.19,,
1389970,2657844,8.79,3.19,,
615817,540441,2.64,3.18,,
1565799,527777,4.16,3.18,,
1471119,1794248,7.45,3.18,,
1402306,1949915,7.58,3.18,,
4769058,676672,8.23,3.18,,
414094,9002492,8.84,3.18,,
1024542,3673032,8.89,3.18,,
610682,6440225,9.08,3.18,,
1386397,3287437,9.78,3.18,,
354289,6323589,6.87,3.17,,
322620,9351363,7.97,3.17,,
1996402,2077783,9.35,3.17,,
678020,6930671,9.95,3.17,,
5676597,226503,5.21,3.16,,
8216211,427645,8.62,3.16,,
995329,4162619,9.35,3.16,,
8047949,50728,2.94,3.15,,
1187020,696874,4.18,3.15,,
8027490,448956,8.74,3.15,,
3736040,1134450,9.47,3.15,,
377553,1105405,2.98,3.14,,
822599,1616174,5.31,3.14,,
247698,5481593,5.37,3.14,,
803924,2339294,6.32,3.14,,
2271537,1174489,7.53,3.14,,
733908,4685210,8.55,3.14,,
694550,4975612,8.57,3.14,,
451663,9159701,9.38,3.14,,
157087,1360800,2.14,3.13,,
4831586,194827,4.48,3.13,,
226653,7337712,5.95,3.13,,
571945,3304006,6.35,3.13,,
656740,4220699,7.69,3.13,,
795846,3580627,7.8,3.13,,
8876642,394501,8.63,3.13,,
2681929,452109,5.09,3.12,,
4101819,428994,6.14,3.11,,
6163742,375754,7.05,3.11,,
1348491,1207714,5.92,3.1,,
9001873,280345,7.37,3.1,,
6958916,655171,9.9,3.1,,
896282,4390428,9.22,3.09,,
722840,4091974,8.01,3.08,,
272661,7415942,6.63,3.07,,
629308,4045175,7.44,3.07,,
559331,4705067,7.56,3.07,,
513181,5184555,7.61,3.07,,
472326,5835826,7.74,3.07,,
9117729,485482,9.81,3.07,,
154354,4941154,4.08,3.06,,
7651386,361029,7.76,3.06,,
1647086,2776102,9.99,3.06,,
7697023,378214,7.99,3.05,,
6107907,537312,8.48,3.05,,
942499,3545852,8.55,3.05,,
1213074,2849707,8.7,3.05,,
528002,7752360,9.46,3.05,,
5321801,118451,3.72,3.04,,
476433,4369697,6.76,3.04,,
895170,2689590,7.27,3.04,,
2646691,917393,7.3,3.04,,
5195981,638434,8.53,3.04,,
707452,5070361,8.87,3.04,,
5435767,795969,9.75,3.04,,
4389324,428389,6.44,3.03,,
9028479,228500,6.74,3.03,,
3301754,1094421,8.93,3.03,,
72403,7259186,3.41,3.02,,
308902,2254356,3.92,3.02,,
308940,8172534,7.46,3.02,,
4981935,658450,8.51,3.02,,
8232531,497885,9.52,3.02,,
237464,6541846,5.86,3.01,,
1702121,2138556,8.98,3.01,,
594384,928991,3.5,3,,
1273192,749766,4.61,3,,
7555628,405443,8.26,3,,
5212179,354759,6.42,2.99,,
6842816,316946,6.96,2.99,,
68427,706712,1.04,2.98,,
115718,5908937,3.91,2.98,,
881428,1331560,5.13,2.98,,
1357459,1156497,5.92,2.98,,
2551184,1349297,8.78,2.98,,
1368432,2988364,9.58,2.98,,
5733485,741622,9.75,2.98,,
1317277,3338225,9.93,2.98,,
122793,3311178,3.02,2.97,,
209592,3273547,3.93,2.97,,
430205,4338913,6.47,2.97,,
224695,8748032,6.65,2.97,,
2088361,999729,6.85,2.97,,
1808121,1282538,7.22,2.97,,
485385,4842132,7.26,2.97,,
3509677,1097498,9.3,2.97,,
3058529,1337959,9.58,2.97,,
3197929,598945,6.58,2.96,,
1067651,4089028,9.92,2.96,,
475500,4864609,7.23,2.95,,
7633270,305660,7.27,2.95,,
2192500,1402798,8.35,2.94,,
2555194,197820,3.39,2.93,,
2826912,181468,3.42,2.93,,
198354,5714361,5.08,2.93,,
205342,9545551,6.68,2.93,,
8587156,281657,7.43,2.93,,
8217180,360205,8.21,2.93,,
5661276,585608,8.69,2.93,,
628701,6100980,9.34,2.93,,
575112,2066176,5.21,2.92,,
413256,6846937,8.05,2.92,,
1582925,1898624,8.28,2.92,,
343833,1956712,3.93,2.91,,
5913927,180490,4.95,2.91,,
140322,8428487,5.21,2.91,,
4952348,444270,7.11,2.91,,
1730916,1656254,8.11,2.91,,
1860601,1210526,7.19,2.9,,
6569730,379505,7.57,2.9,,
8721200,308050,7.87,2.9,,
9848017,158880,6.01,2.89,,
2323727,687571,6.07,2.89,,
1297717,1581439,6.88,2.89,,
293489,8487301,7.58,2.89,,
3760695,791916,8.3,2.89,,
3588667,12842,1.03,2.88,,
534291,2481758,5.55,2.88,,
228718,9887489,7.24,2.88,,
9202392,328078,8.37,2.88,,
2106800,1881291,9.59,2.88,,
2290506,1878184,9.99,2.88,,
151103,4448992,3.95,2.87,,
2601235,880499,7.3,2.87,,
786781,4513107,9.09,2.87,,
3419000,1195182,9.74,2.87,,
279354,5728163,6.11,2.86,,
636007,4088847,7.79,2.86,,
3319491,830342,8.02,2.86,,
3948089,1077065,9.96,2.86,,
194682,6703210,5.52,2.85,,
559764,2469181,5.69,2.85,,
9051237,430765,9.55,2.85,,
2305333,1762538,9.75,2.85,,
2797160,651047,6.55,2.84,,
1148533,1789713,6.95,2.84,,
2405448,1410271,8.92,2.84,,
6129896,624224,9.48,2.84,,
5885300,681220,9.7,2.84,,
316233,8209465,7.82,2.83,,
2406521,1628736,9.61,2.83,,
87958,7414723,3.93,2.82,,
4503155,542636,7.61,2.82,,
644294,4884431,8.63,2.82,,
960806,3832655,9.33,2.82,,
3962480,155471,3.83,2.81,,
6919136,104829,4.15,2.81,,
1001188,1474270,5.92,2.81,,
3086945,819243,7.74,2.81,,
488874,6729098,8.84,2.81,,
2935578,1242250,9.31,2.81,,
675438,5872031,9.7,2.81,,
60336,9040220,3.61,2.8,,
2111503,898490,6.73,2.8,,
1323910,1757269,7.45,2.8,,
1622228,1686878,8.08,2.8,,
165248,4746826,4.33,2.79,,
250745,4657245,5.29,2.79,,
6873882,355793,7.65,2.79,,
1804839,1433405,7.87,2.79,,
596183,4589108,8.08,2.79,,
9019664,357418,8.78,2.79,,
352990,9718314,9.06,2.79,,
4951352,821575,9.86,2.79,,
1610625,1892955,8.56,2.78,,
1330890,2374648,8.72,2.78,,
9097729,361264,8.88,2.78,,
1061557,808777,4.55,2.77,,
320532,3958654,5.53,2.77,,
472522,4729663,7.34,2.77,,
3817090,1022126,9.7,2.77,,
8952474,40537,2.96,2.76,,
6698504,58015,3.06,2.76,,
628410,1139614,4.16,2.76,,
4161927,706532,8.43,2.76,,
104464,7559694,4.38,2.75,,
168804,7148629,5.42,2.75,,
394301,3695623,5.95,2.75,,
5824352,488603,8.31,2.75,,
411125,1501452,3.88,2.74,,
264483,6087161,6.26,2.74,,
891728,2771398,7.75,2.74,,
2083240,1714378,9.33,2.74,,
7403096,532829,9.79,2.74,,
2707443,93338,2.48,2.73,,
7993584,66052,3.59,2.73,,
180800,6261489,5.26,2.73,,
310303,4139297,5.6,2.73,,
1261504,1639509,7.11,2.73,,
8363430,412391,9.18,2.73,,
619762,6480225,9.9,2.73,,
1313976,1753941,7.52,2.72,,
4327783,580164,7.85,2.72,,
812805,1316761,5.14,2.71,,
2712989,469898,5.6,2.71,,
323104,5643599,6.7,2.71,,
1244560,1472854,6.72,2.71,,
887251,2367852,7.19,2.71,,
514974,4589487,7.62,2.71,,
1424464,2002258,8.39,2.71,,
7548678,392926,8.55,2.71,,
227652,2680097,3.88,2.7,,
3580107,1047599,9.62,2.7,,
245932,4949382,5.49,2.69,,
2638407,893692,7.64,2.69,,
2045934,1333613,8.23,2.69,,
464489,7410533,9.25,2.69,,
9088970,41831,3.08,2.68,,
3133058,386914,5.5,2.68,,
8396835,203129,6.51,2.68,,
600113,2955615,6.64,2.68,,
4400863,655277,8.48,2.68,,
1435785,2532198,9.51,2.68,,
100835,4631593,3.42,2.67,,
58675,9186262,3.67,2.67,,
618781,1406827,4.66,2.67,,
583949,2148612,5.6,2.67,,
1683180,922716,6.23,2.67,,
953126,1974110,6.86,2.67,,
6703279,532777,9.44,2.67,,
1382899,2640555,9.55,2.67,,
580417,6550439,9.75,2.67,,
419534,9401976,9.92,2.67,,
1415487,1162306,6.43,2.66,,
502545,3651306,6.78,2.66,,
286013,7526846,7.34,2.66,,
2087897,1504322,8.88,2.66,,
6320172,543076,9.29,2.66,,
4555454,815147,9.64,2.66,,
7844767,474456,9.66,2.66,,
7338637,194032,5.99,2.65,,
6769358,348838,7.71,2.65,,
1312261,2151285,8.44,2.65,,
9835586,312625,8.8,2.65,,
712509,4622844,9.1,2.65,,
732332,4756757,9.36,2.65,,
696923,5074993,9.44,2.65,,
9022357,28728,2.56,2.64,,
2176985,191082,3.24,2.64,,
476065,2022297,4.93,2.64,,
7047890,408704,8.53,2.64,,
3853952,751530,8.55,2.64,,
3998763,93177,3.08,2.63,,
293419,2074836,3.93,2.63,,
780693,994730,4.44,2.63,,
127688,9156911,5.45,2.63,,
6417851,238631,6.23,2.63,,
631077,3152547,7.11,2.63,,
571441,1613674,4.85,2.62,,
177422,8144316,6.07,2.62,,
820236,2436678,7.13,2.62,,
2775176,735634,7.2,2.62,,
2183873,1369849,8.72,2.62,,
1184668,173982,2.3,2.61,,
1066982,832994,4.77,2.61,,
513093,2912673,6.18,2.61,,
769394,2556797,7.1,2.61,,
5366600,461060,7.95,2.61,,
2464387,1414222,9.44,2.61,,
2140111,1679010,9.58,2.61,,
119802,4540975,3.74,2.6,,
1665949,525971,4.74,2.6,,
154784,6036782,4.9,2.6,,
3281591,750009,7.95,2.6,,
430678,6121817,8.22,2.6,,
7939715,332122,8.23,2.6,,
2859138,1178204,9.29,2.6,,
1130851,1285904,6.12,2.59,,
508964,3565613,6.84,2.59,,
312536,9407150,8.71,2.59,,
8884046,360819,9.09,2.59,,
5861345,627689,9.73,2.59,,
5586689,20110,1.7,2.58,,
4248394,85224,3.06,2.58,,
2839656,336181,4.96,2.58,,
6974164,241545,6.61,2.58,,
1699731,1916615,9.18,2.58,,
621430,1489895,4.9,2.57,,
7783765,383830,8.8,2.57,,
430558,7093677,8.91,2.57,,
2565369,1256091,9.15,2.57,,
641621,5045867,9.16,2.57,,
107438,2497487,2.65,2.56,,
188206,8650903,6.52,2.56,,
689266,3099040,7.46,2.56,,
9869621,235141,7.77,2.56,,
978732,2366184,7.78,2.56,,
870565,3883715,9.4,2.56,,
5837850,619418,9.71,2.56,,
115041,2253096,2.61,2.55,,
4374293,68351,2.8,2.55,,
424089,946890,3.24,2.55,,
1171334,980709,5.48,2.55,,
2079817,759793,6.43,2.55,,
2711432,676932,6.93,2.55,,
2416172,1205438,8.74,2.55,,
1608524,1941392,9.04,2.55,,
2552521,100217,2.59,2.54,,
140903,2776839,3.21,2.54,,
1121028,985415,5.38,2.54,,
9922135,188797,7.02,2.54,,
496286,5479796,8.46,2.54,,
4890287,606560,8.82,2.54,,
1063962,2811864,8.87,2.54,,
625589,5114262,9.17,2.54,,
3481773,388223,5.97,2.53,,
368727,8524400,9.11,2.53,,
2254942,1610715,9.8,2.53,,
577074,338579,2.28,2.52,,
3646250,259901,5.01,2.52,,
7173702,399270,8.71,2.52,,
491674,1084419,3.77,2.51,,
963517,700074,4.24,2.51,,
3547911,589639,7.46,2.51,,
255563,9989343,8.24,2.51,,
608780,4616105,8.64,2.51,,
1557500,2306120,9.77,2.51,,
4831578,758378,9.86,2.51,,
39036,7945459,2.87,2.5,,
721053,1750602,5.81,2.5,,
316865,4214161,5.97,2.5,,
2387829,836397,7.3,2.5,,
759835,1578523,5.67,2.49,,
632336,2700192,6.77,2.49,,
1186213,1822978,7.62,2.49,,
5472418,591255,9.32,2.49,,
1165622,2884624,9.49,2.49,,
3127528,324007,5.22,2.48,,
7430752,268923,7.33,2.48,,
666122,3811314,8.27,2.48,,
3001339,903546,8.54,2.48,,
2005608,1488041,8.95,2.48,,
537025,673708,3.12,2.47,,
756349,1558431,5.65,2.47,,
313302,4032319,5.84,2.47,,
2616927,751650,7.28,2.47,,
345358,6930837,8.03,2.47,,
358736,6865459,8.16,2.47,,
2559970,1226376,9.21,2.47,,
724605,398601,2.8,2.46,,
1599466,524161,4.77,2.46,,
2186703,400451,4.87,2.46,,
279770,5778900,6.62,2.46,,
1176121,2596701,9.1,2.46,,
1823764,1949226,9.83,2.46,,
7690892,298230,7.91,2.45,,
4912066,104058,3.74,2.44,,
866435,2468678,7.64,2.44,,
358776,7130723,8.37,2.44,,
8464059,308312,8.45,2.44,,
4757736,681649,9.41,2.44,,
1355320,266232,3.15,2.43,,
176281,5962559,5.37,2.43,,
6612450,193377,5.92,2.43,,
498421,2694738,6.07,2.43,,
3102571,504290,6.56,2.43,,
727543,2620693,7.23,2.43,,
1065639,2235374,8.08,2.43,,
5111362,579057,9.02,2.43,,
117800,7426092,4.91,2.42,,
1628934,1166203,7.23,2.42,,
3236444,601339,7.33,2.42,,
916163,3454211,9.34,2.42,,
542527,6064292,9.53,2.42,,
418013,1051305,3.49,2.41,,
910754,1322226,5.78,2.41,,
1001450,1838030,7.14,2.41,,
564260,5113689,8.94,2.41,,
1394766,2285436,9.4,2.41,,
919861,3554839,9.52,2.41,,
257334,7752764,7.45,2.4,,
513776,5611895,8.96,2.4,,
709898,260425,2.27,2.39,,
7371203,197698,6.39,2.39,,
1832842,1061394,7.39,2.38,,
834538,3815762,9.46,2.38,,
4571520,718987,9.6,2.38,,
4935672,693173,9.79,2.38,,
34007,9025594,2.94,2.37,,
191925,3468188,4.33,2.37,,
2285490,404280,5.1,2.37,,
329624,6045125,7.49,2.37,,
3554907,648973,8.06,2.37,,
1422240,2135419,9.24,2.37,,
1457695,2138706,9.37,2.37,,
8034563,399930,9.51,2.37,,
4210291,781040,9.62,2.37,,
1668470,210344,3.15,2.36,,
560978,2511764,6.31,2.36,,
1793134,1113446,7.51,2.36,,
8194043,286567,8.14,2.36,,
8833051,314387,8.85,2.36,,
966138,2990689,9.03,2.36,,
1278090,391599,3.77,2.35,,
600255,2641456,6.72,2.35,,
3846540,573380,7.91,2.35,,
2067717,1179132,8.32,2.35,,
596996,4860731,9.09,2.35,,
129888,5207025,4.39,2.34,,
7306017,191040,6.3,2.34,,
2693304,704602,7.35,2.34,,
3456933,923414,9.54,2.34,,
785399,1204818,5.21,2.33,,
206481,5279530,5.59,2.33,,
260354,5722752,6.53,2.33,,
1573785,1372661,7.86,2.33,,
401175,6284160,8.49,2.33,,
4976111,649894,9.62,2.33,,
63637,9294563,4.12,2.32,,
1066652,679763,4.57,2.32,,
612283,2244619,6.29,2.32,,
6206149,360576,8.02,2.32,,
3022698,1050081,9.56,2.32,,
4601207,720489,9.76,2.32,,
205120,3206579,4.36,2.31,,
6406424,292610,7.35,2.31,,
456974,4881373,8.03,2.31,,
584993,3852797,8.07,2.31,,
375220,5971194,8.07,2.3,,
380399,747402,2.88,2.29,,
1300992,635336,4.9,2.29,,
4809003,473087,8.15,2.29,,
835372,2786977,8.23,2.29,,
8589271,282962,8.41,2.29,,
1291533,1911943,8.48,2.29,,
1450968,2038248,9.28,2.29,,
484123,6230270,9.38,2.29,,
3631640,907080,9.81,2.29,,
616653,5516687,9.96,2.29,,
900942,1930566,7.13,2.28,,
8495822,368415,9.57,2.28,,
1253028,761081,5.29,2.27,,
3235102,707914,8.21,2.27,,
271094,9486548,8.7,2.27,,
1781182,1574910,9.08,2.27,,
98083,4955132,3.79,2.26,,
8026094,133724,5.63,2.26,,
799484,2248281,7.28,2.26,,
1481212,2070818,9.52,2.26,,
6923485,487415,9.98,2.26,,
321877,4822676,6.78,2.25,,
354782,5735172,7.77,2.25,,
349118,6303021,8.07,2.25,,
7480480,314098,8.36,2.25,,
273853,9655551,8.85,2.25,,
1176728,2535558,9.4,2.25,,
537607,1020717,4.04,2.24,,
578453,1495898,5.07,2.24,,
101518,9252750,5.3,2.24,,
114064,8487033,5.37,2.24,,
969529,1612095,6.82,2.24,,
6608596,285406,7.49,2.24,,
2363107,150639,3.26,2.23,,
8135798,334391,9.03,2.23,,
35877,6432228,2.64,2.22,,
784205,2613241,7.85,2.22,,
9277127,49853,3.73,2.21,,
9753777,199481,7.66,2.21,,
487857,435987,2.54,2.2,,
718450,1337748,5.4,2.2,,
230213,5947503,6.45,2.2,,
1749214,1357217,8.49,2.2,,
6914169,129576,5.23,2.19,,
1621460,756281,6.12,2.19,,
1508607,1171515,7.33,2.19,,
618760,3217321,7.78,2.19,,
1297632,2408737,9.75,2.19,,
3260036,995966,9.95,2.19,,
970268,933527,5.26,2.18,,
1025016,1100753,5.88,2.18,,
497803,2288292,5.91,2.18,,
1692069,1295820,8.19,2.18,,
295410,8424543,8.74,2.18,,
1004712,2561432,8.87,2.18,,
2429704,1152618,9.25,2.18,,
4909809,211984,5.66,2.17,,
233893,5787649,6.45,2.17,,
1312983,1650839,8.16,2.17,,
732210,4155354,9.68,2.17,,
4988710,219906,5.82,2.16,,
394225,3088015,6.13,2.16,,
6635909,191911,6.28,2.16,,
385489,4255340,7.12,2.16,,
3962551,799595,9.89,2.16,,
270105,1956727,4.05,2.15,,
224555,2959422,4.55,2.15,,
3364368,418668,6.62,2.15,,
775516,1829580,6.64,2.15,,
629475,2497329,6.99,2.15,,
529225,4445840,8.54,2.15,,
760452,3093979,8.55,2.15,,
5961991,404638,8.65,2.15,,
1003930,2629026,9.05,2.15,,
1415626,1933670,9.22,2.15,,
405141,7781571,9.89,2.15,,
3024985,347549,5.72,2.14,,
7590107,287326,8.24,2.14,,
2623641,913566,8.64,2.14,,
4076228,657990,9.14,2.14,,
8169125,355455,9.51,2.14,,
3257787,892095,9.52,2.14,,
570056,1488957,5.16,2.13,,
2188733,727263,7.07,2.13,,
669407,2756842,7.6,2.13,,
370820,7330877,9.24,2.13,,
1046113,2700572,9.4,2.13,,
667293,4336119,9.51,2.13,,
1099794,982916,5.84,2.12,,
6587144,359872,8.63,2.12,,
1268417,654700,5.12,2.11,,
1405460,865190,6.2,2.11,,
1573116,1426722,8.43,2.11,,
309705,9937986,9.86,2.11,,
1436018,1437116,8.1,2.1,,
3346093,652422,8.33,2.1,,
486549,5173807,8.95,2.1,,
63264,2712866,2.34,2.09,,
3710942,390428,6.81,2.09,,
2211467,785820,7.46,2.09,,
7038882,84743,4.37,2.08,,
346341,2135256,4.87,2.08,,
4080822,253970,5.77,2.08,,
4764316,219667,5.8,2.08,,
1390905,1555350,8.33,2.08,,
1928437,1136815,8.38,2.08,,
5445138,553130,9.84,2.08,,
1416988,2158305,9.9,2.08,,
146440,7838776,6.08,2.07,,
330265,2040970,4.67,2.06,,
2719216,386022,5.84,2.06,,
6347808,310247,8,2.06,,
6239324,86514,4.19,2.05,,
6422408,107257,4.73,2.05,,
8170682,243472,8.04,2.05,,
820907,2784569,8.63,2.05,,
2817600,917362,9.17,2.05,,
4340586,660042,9.65,2.05,,
1453604,647555,5.55,2.04,,
1421196,981823,6.76,2.04,,
3520592,489324,7.52,2.04,,
5897449,316383,7.81,2.04,,
128277,7609119,5.66,2.03,,
236346,6158796,6.92,2.03,,
2216975,718489,7.23,2.03,,
5532406,308055,7.48,2.03,,
458493,3752740,7.51,2.03,,
1252138,1428602,7.68,2.03,,
230546,9163832,8.33,2.03,,
1137228,1938301,8.5,2.03,,
7988279,346250,9.54,2.03,,
240177,2552855,4.5,2.02,,
934250,784577,4.92,2.02,,
2267756,376765,5.31,2.02,,
2564902,575957,6.99,2.02,,
5159494,394442,8.2,2.02,,
1950116,1115205,8.47,2.02,,
167160,4972662,5.25,2.01,,
299764,3908437,6.24,2.01,,
850761,1502053,6.52,2.01,,
1360622,1182368,7.3,2.01,,
378557,5534324,8.34,2.01,,
645457,3659238,8.86,2.01,,
1077542,2771802,9.97,2.01,,
452218,742212,3.35,2,,
358921,2673373,5.66,2,,
2755047,460978,6.52,2,,
194359,9161000,7.71,2,,
1433323,1467064,8.37,2,,
2265261,1166918,9.39,2,,
690164,3984966,9.58,2,,
205070,1090174,2.74,1.99,,
3486942,274502,5.67,1.99,,
581646,2090991,6.39,1.99,,
508394,2624594,6.7,1.99,,
2663419,681625,7.8,1.99,,
1562772,1176214,7.86,1.99,,
2128339,1088598,8.82,1.99,,
7205533,338947,9.05,1.99,,
2582751,1059847,9.58,1.99,,
2135311,1360794,9.88,1.99,,
8661036,339176,9.92,1.99,,
2500993,364345,5.54,1.98,,
4041408,267247,6.03,1.98,,
5741329,429144,9.12,1.98,,
3111479,914530,9.8,1.98,,
3098250,934027,9.88,1.98,,
139413,5325772,5.01,1.97,,
3637155,204512,5.02,1.97,,
265545,7778517,8.36,1.97,,
1631779,462610,5.07,1.96,,
499951,1745368,5.46,1.96,,
210474,5176203,6.09,1.96,,
427176,3752777,7.38,1.96,,
1048024,1529308,7.38,1.96,,
548891,3939286,8.57,1.96,,
5386056,509331,9.66,1.96,,
929127,3066400,9.85,1.96,,
93218,5878999,4.33,1.95,,
251169,3938759,5.82,1.95,,
4812709,332476,7.41,1.95,,
2200745,818864,7.85,1.95,,
649001,2862069,7.97,1.95,,
363799,6190569,8.78,1.95,,
1596073,1738398,9.75,1.95,,
2851788,1017816,9.96,1.95,,
1824076,300533,4.34,1.94,,
266200,7755330,8.43,1.94,,
240417,9702946,8.96,1.94,,
1075490,2249378,9.12,1.94,,
5996299,126892,5.14,1.93,,
605134,1838234,6.2,1.93,,
659951,1823741,6.45,1.93,,
922655,2554274,9.03,1.93,,
7090196,332120,9.03,1.93,,
419097,6263829,9.53,1.93,,
1822650,1587709,9.99,1.93,,
3425088,58421,2.64,1.92,,
744481,658813,4.13,1.92,,
86166,6763453,4.5,1.92,,
1006560,608503,4.61,1.92,,
494553,2822161,6.96,1.92,,
2984929,566388,7.67,1.92,,
720644,2419887,7.78,1.92,,
6385504,309269,8.29,1.92,,
1419569,1442769,8.44,1.92,,
3775460,597976,8.85,1.92,,
683969,3805470,9.52,1.92,,
102848,109092,0.63,1.91,,
1549916,162984,2.97,1.91,,
315041,1975753,4.66,1.91,,
2293442,501055,6.34,1.91,,
462513,3832110,7.87,1.91,,
5741194,322335,8.04,1.91,,
2146218,1314967,9.93,1.91,,
810645,2205627,7.92,1.9,,
